ens_gene,target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq
WBGene00000252,bli-2,0.223179221,0.781615259,0.213639906,0.175385263,6.909300158,0.095915199,0.001184404,0.101348897,0.021333557,0.101348897
WBGene00017124,E04F6.4,0.122825032,0.781615259,0.189742165,0.12296776,6.095917477,0.049867836,0.002371479,0.048032088,0.02464466,0.048032088
WBGene00017126,E04F6.6,0.012936489,0.781615259,0.224381869,0.090275881,6.46268206,0.031532455,0.001623698,0.025542084,0.0228395,0.025542084
WBGene00000971,dhs-7,0.195694827,0.781615259,0.160917517,0.124364841,5.182914055,0.052887127,0.006500532,0.045054847,0.031881777,0.045054847
WBGene00017127,E04F6.8,0.155073593,0.781615259,0.157273586,0.110612955,6.927956844,0.041004769,0.00108993,0.039694156,0.021283972,0.039694156
WBGene00017128,E04F6.9,0.204663034,0.781615259,0.108813509,0.085789503,6.422601211,0.019597422,0.001525984,0.018990516,0.023006812,0.023006812
WBGene00003842,1-Oct,0.080589886,0.781615259,0.187916706,0.107548528,5.127005121,0.022479431,0.00606248,0.011210434,0.03249314,0.03249314
WBGene00010874,M05D6.1,0.151545903,0.781615259,0.194382295,0.135543776,4.77036885,0.073392636,0.024800721,0.034015304,0.036439663,0.036439663
WBGene00001340,etr-1,0.081753663,0.781615259,-0.142919303,0.082109202,7.680253908,0.023255336,9.81E-04,0.021492541,0.02049555,0.021492541
WBGene00003085,ccar-1,0.128699306,0.781615259,-0.218894856,0.144080763,8.863906115,0.070384297,1.86E-04,0.069011495,0.02329258,0.069011495
WBGene00007507,C10C5.3,0.158314399,0.781615259,0.131657339,0.093323474,6.841320031,0.027880707,0.001120619,0.027910284,0.02152459,0.027910284
WBGene00006597,tor-1,0.05541516,0.781615259,0.410823246,0.214461151,2.726009497,0.117977929,0.074249826,0.030950563,0.079062126,0.079062126
WBGene00015517,C06A8.8,0.067313036,0.781615259,0.219564846,0.120008451,5.436889553,0.049883434,0.005541247,0.042465514,0.029313967,0.042465514
WBGene00005002,spp-17,0.102372336,0.781615259,0.134626109,0.082417769,8.652626231,0.010123562,1.94E-04,0.007452313,0.022448604,0.022448604
WBGene00006579,tlk-1,0.148935547,0.781615259,-0.223600585,0.154922987,8.921142646,0.080031922,1.48E-04,0.079855749,0.023550024,0.079855749
WBGene00007763,C27B7.6,0.05321813,0.781615259,0.26999825,0.139667751,4.765987012,0.072696333,0.009224396,0.055799206,0.036485933,0.055799206
WBGene00007762,C27B7.5,0.13144094,0.781615259,-0.149533545,0.099130991,7.384435527,0.032408669,6.40E-04,0.032116844,0.02052692,0.032116844
WBGene00021526,Y41G9A.2,0.176097847,0.781615259,-0.47315823,0.3497446,1.818893643,0.416475678,0.265329263,0.128935577,0.142408355,0.142408355
WBGene00043985,C44C10.11,0.147918801,0.781615259,0.170996935,0.118179797,5.972127119,0.045319493,0.002917499,0.043637383,0.025383415,0.043637383
WBGene00009542,copb-2,0.195138273,0.781615259,-0.193904764,0.149672425,9.035386603,0.071144632,1.26E-04,0.074546861,0.024102467,0.074546861
WBGene00002012,hsp-12.3,0.02142183,0.781615259,0.385105465,0.167403236,4.737742227,0.116720936,0.010045373,0.083367439,0.036778686,0.083367439
WBGene00021292,copb-1,0.201764515,0.781615259,-0.187014519,0.146501045,8.473629234,0.068273775,2.16E-04,0.071325767,0.021857661,0.071325767
WBGene00010262,droe-4,0.168606152,0.781615259,0.167047609,0.121339474,4.629856176,0.032342358,0.011262077,0.020039269,0.037815483,0.037815483
WBGene00014801,K08E5.1,0.038986808,0.781615259,-0.268660915,0.13014461,4.884241387,0.042242236,0.021254777,0.011178559,0.035203955,0.035203955
WBGene00006805,unc-73,0.20057539,0.781615259,-0.185282031,0.144761315,6.921543122,0.066706705,0.001701971,0.068150823,0.021300876,0.068150823
WBGene00016143,eri-9,0.125462457,0.781615259,-0.164833104,0.107576339,7.854584519,0.038251776,3.89E-04,0.03818704,0.020617604,0.03818704
WBGene00009043,F22B5.5,0.118377932,0.781615259,0.195445263,0.125155591,4.86269725,0.051849594,0.008660058,0.043553015,0.035441767,0.043553015
WBGene00006994,zyg-9,0.186826328,0.781615259,-0.227300639,0.172194058,8.907258477,0.095622003,1.49E-04,0.098687136,0.023486409,0.098687136
WBGene00004203,swsn-1,0.226714886,0.781615259,-0.18727503,0.154918125,8.230606083,0.078815524,2.96E-04,0.079703214,0.021225421,0.079703214
WBGene00002276,lem-3,0.145990488,0.781615259,-0.119192924,0.081984861,8.047145156,0.022165699,3.75E-04,0.022030532,0.020871182,0.022030532
WBGene00017688,ttr-35,0.001786083,0.781615259,0.272052197,0.087093661,6.350266241,0.033247081,0.001956292,0.023303762,0.02332806,0.02332806
WBGene00044605,ttr-36,0.037020255,0.781615259,0.176443013,0.08460301,6.591728734,0.023710319,0.001511053,0.018737487,0.022347844,0.022347844
WBGene00017690,ceh-60,0.081835042,0.781615259,0.162554291,0.093414675,5.861192959,0.021388461,0.002992574,0.013615761,0.026095097,0.026095097
WBGene00017515,F16F9.4,0.028542992,0.781615259,0.205211618,0.093714998,5.863257257,0.03591893,0.003193556,0.024919542,0.026081447,0.026081447
WBGene00008603,F09B9.4,0.086322028,0.781615259,0.181943405,0.106081622,6.814939723,0.038113396,0.001123087,0.036387948,0.021602919,0.036387948
WBGene00008038,C40H1.2,0.177382665,0.781615259,0.197166171,0.146172695,3.7551361,0.079035954,0.022930238,0.031422023,0.048291284,0.048291284
WBGene00006797,unc-63,0.078955063,0.781615259,0.181841615,0.103508386,5.303446408,0.019185192,0.005101589,0.010548326,0.030611697,0.030611697
WBGene00270290,ZK938.11,0.118807802,0.781615259,-0.334966248,0.214749865,2.944058003,0.15785612,0.07755381,0.076171205,0.069844352,0.076171205
WBGene00044773,C08A9.10,0.102153817,0.781615259,0.141416926,0.086519969,6.392739776,0.024106769,0.001815901,0.02152835,0.023136449,0.023136449
WBGene00017164,eng-1,0.209230572,0.781615259,0.103821158,0.082680961,6.827502062,0.021988029,0.001221803,0.020219809,0.021565335,0.021565335
WBGene00001574,gei-17,0.216536929,0.781615259,-0.099643663,0.080631602,8.309824355,0.014523043,2.61E-04,0.01442486,0.021410706,0.021410706
WBGene00022138,trpp-10,0.117063635,0.781615259,-0.200116511,0.127688969,7.270653893,0.054675403,0.00244614,0.051902103,0.020625315,0.051902103
WBGene00020022,gldc-1,0.15128262,0.781615259,0.119456857,0.083244285,8.780074085,0.007412457,1.61E-04,0.004785945,0.022938034,0.022938034
WBGene00009920,abts-1,0.096265354,0.781615259,-0.179748553,0.108071635,8.83119255,0.039248663,1.57E-04,0.038774894,0.023151079,0.038774894
WBGene00007875,dod-24,0.007225003,0.781615259,-0.645517265,0.240300528,6.90198559,0.244837178,0.001226214,0.191254932,0.021353338,0.191254932
WBGene00007873,dod-21,0.171691724,0.781615259,1.041477737,0.761989157,2.761328573,2.284482543,0.773783937,1.161640981,0.077446864,1.161640981
WBGene00019082,pup-3,0.136485917,0.781615259,-0.150486044,0.101064799,5.928360646,0.032909767,0.002931908,0.031115071,0.025658789,0.031115071
WBGene00010199,bet-2,0.186003211,0.781615259,-0.22083141,0.166980842,7.469305322,0.099325438,6.51E-04,0.092290696,0.020486664,0.092290696
WBGene00022350,Y82E9BR.18,0.151938639,0.781615259,-0.113947598,0.079532506,7.900268466,0.017639673,4.18E-04,0.01737055,0.020666522,0.020666522
WBGene00003406,mrg-1,0.177137288,0.781615259,-0.132297434,0.098025552,8.294776555,0.030821103,2.63E-04,0.03176665,0.021373987,0.03176665
WBGene00001651,gon-2,0.230157603,0.781615259,-0.163210847,0.136014369,7.640409462,0.059825182,0.001488632,0.06017773,0.02048213,0.06017773
WBGene00009785,F46C5.10,0.022925506,0.781615259,0.223986429,0.098469692,5.570390295,0.035529692,0.004153783,0.026894817,0.028167152,0.028167152
WBGene00016006,fln-2,0.169996805,0.781615259,-0.246546448,0.179670543,8.148736142,0.105387464,3.85E-04,0.107219609,0.021054489,0.107219609
WBGene00017440,upb-1,0.120652111,0.781615259,0.124869278,0.080454818,8.264347235,0.014316477,2.75E-04,0.013337836,0.021301924,0.021301924
WBGene00017437,nmgp-1,0.207149548,0.781615259,0.140960189,0.111745256,5.012102321,0.033978114,0.007849004,0.026864278,0.033774337,0.033774337
WBGene00000383,cdc-14,0.215186455,0.781615259,-0.159730925,0.128874547,8.44524677,0.05375975,2.44E-04,0.055117828,0.02177393,0.055117828
WBGene00002266,lec-3,0.185440768,0.781615259,-0.167170677,0.126243959,7.168889239,0.052911323,8.62E-04,0.052263333,0.020766867,0.052263333
WBGene00011619,T08G3.7,0.191590782,0.781615259,-0.232928578,0.178368013,3.681067762,0.103555507,0.028687607,0.077362887,0.04970739,0.077362887
WBGene00016977,akap-1,0.148695736,0.781615259,-0.22505183,0.155836477,9.100161857,0.079840256,9.73E-05,0.080852744,0.024439285,0.080852744
WBGene00009676,F44A6.4,0.16440974,0.781615259,0.187513343,0.134863609,5.7161288,0.06091671,0.003478534,0.057148776,0.027090483,0.057148776
WBGene00009677,F44A6.5,0.041051416,0.781615259,0.326938636,0.160027893,6.290043853,0.092731221,0.002048471,0.083314617,0.023614004,0.083314617
WBGene00015418,pac-1,0.196570213,0.781615259,-0.193888691,0.150140116,8.317737766,0.072535256,4.43E-04,0.074696911,0.021430305,0.074696911
WBGene00000231,atx-2,0.218043248,0.781615259,-0.204479079,0.16600724,8.813894021,0.089203382,2.09E-04,0.091652198,0.02307789,0.091652198
WBGene00044515,K10C9.9,0.211818077,0.781615259,0.577505313,0.462529022,2.749097239,0.70587311,0.064548774,0.648561546,0.078000631,0.648561546
WBGene00019623,K10C9.1,0.024180838,0.781615259,0.575670349,0.25537183,2.476360758,0.155335685,0.125385474,-0.047536151,0.091997098,0.091997098
WBGene00001724,grl-15,0.126954737,0.781615259,0.261587613,0.171395588,5.914913363,0.095673809,0.002918246,0.095003246,0.02574483,0.095003246
WBGene00022360,Y92H12A.4,0.1631051,0.781615259,-0.18322674,0.131373203,7.820752506,0.055292788,3.91E-04,0.057139041,0.020585896,0.057139041
WBGene00013558,Y75B8A.25,0.148610113,0.781615259,-0.193487189,0.133951388,7.399703878,0.060742897,7.02E-04,0.059108302,0.020517791,0.059108302
WBGene00013559,Y75B8A.28,0.01104407,0.781615259,-0.361973213,0.142436166,5.313577632,0.100327382,0.005830924,0.061795947,0.030508703,0.061795947
WBGene00012524,Y32B12B.4,0.127687756,0.781615259,-0.259495915,0.170352984,7.072289263,0.095880506,8.47E-04,0.095886336,0.020945265,0.095886336
WBGene00008123,ent-4,0.05325819,0.781615259,0.169080438,0.087478558,6.31705937,0.021272308,0.002024643,0.017507648,0.023483684,0.023483684
WBGene00001644,gly-19,0.180297527,0.781615259,0.172993331,0.129114964,5.529505368,0.053204357,0.004134696,0.051434217,0.028500138,0.051434217
WBGene00018285,smk-1,0.10695429,0.781615259,-0.211634102,0.131283801,8.82147121,0.058126771,1.29E-04,0.057322059,0.02310981,0.057322059
WBGene00005003,spp-18,0.107913435,0.781615259,0.152639387,0.094946084,5.838974887,0.034857097,0.003806239,0.015048692,0.026242957,0.026242957
WBGene00007145,B0334.5,0.074244476,0.781615259,-0.258580711,0.144854717,7.366824851,0.072946305,7.41E-04,0.069202314,0.020538485,0.069202314
WBGene00013882,msa-1,0.159148967,0.781615259,0.120985839,0.085931131,6.45770805,0.021770207,0.001754021,0.019380936,0.022859843,0.022859843
WBGene00010559,K04D7.6,0.127997102,0.781615259,0.348559187,0.229006727,2.729827608,0.127550107,0.095928495,0.027788782,0.078885108,0.078885108
WBGene00004181,pri-2,0.188422084,0.781615259,-0.16611307,0.126296626,8.018337023,0.051340623,2.91E-04,0.052878815,0.020825347,0.052878815
WBGene00235259,T05C7.6,0.074609584,0.781615259,0.366729417,0.205697606,2.976504974,0.134674415,0.072419882,0.046529462,0.068618469,0.068618469
WBGene00018931,ugt-52,0.113424751,0.781615259,-0.272320549,0.172029709,3.288980713,0.064461199,0.039957483,0.013760127,0.05868992,0.05868992
WBGene00009781,F46C5.6,0.218602743,0.781615259,0.120597651,0.098026786,5.569156112,0.021592583,0.003853883,0.014852148,0.028176953,0.028176953
WBGene00018064,cdc-73,0.095329883,0.781615259,-0.160594597,0.096283851,7.571783237,0.032444793,5.55E-04,0.030347179,0.020471774,0.030347179
WBGene00003093,lys-4,0.126538294,0.781615259,0.277975675,0.181933604,9.139017174,0.111928069,1.39E-04,0.110193499,0.02464977,0.110193499
WBGene00003095,lys-6,0.146219097,0.781615259,0.203528372,0.140072968,5.41054925,0.063567017,0.005279542,0.060121913,0.02955929,0.060121913
WBGene00003094,lys-5,0.010007791,0.781615259,0.47418566,0.184109733,4.285536001,0.143677227,0.020398863,0.092589116,0.040818373,0.092589116
WBGene00194664,K09E9.7,0.232559509,0.781615259,0.29528745,0.2473526,2.376689567,0.146641409,0.105963274,0.038872618,0.097981089,0.097981089
WBGene00004831,slo-2,0.152861767,0.781615259,0.123262371,0.086227862,6.403703706,0.012315861,0.001695786,0.008580894,0.023088361,0.023088361
WBGene00015751,C14A11.6,0.11275818,0.781615259,0.188768918,0.119028259,4.720900628,0.043958806,0.010277183,0.032083794,0.036948572,0.036948572
WBGene00006632,tsp-6,0.226330959,0.781615259,0.190248743,0.157247998,3.670756753,0.053501811,0.032513063,0.01436638,0.049910046,0.049910046
WBGene00015748,C14A11.2,0.079987249,0.781615259,0.536857556,0.306642566,1.961430965,0.277826081,0.184385263,0.04943789,0.129046947,0.129046947
WBGene00007640,C17D12.7,0.092327131,0.781615259,-0.175498893,0.104262066,7.73352358,0.037045968,3.57E-04,0.035878485,0.020521938,0.035878485
WBGene00011291,R102.4,0.119978251,0.781615259,0.148410613,0.095449202,7.28301953,0.029762738,0.001513534,0.028854967,0.020611555,0.028854967
WBGene00000413,cdt-1,0.173617764,0.781615259,-0.159666772,0.117344164,7.769634485,0.046382471,4.48E-04,0.045450446,0.020545298,0.045450446
WBGene00011353,T01H8.2,0.05181078,0.781615259,0.173650427,0.089294078,6.14673567,0.029610833,0.002218803,0.023759476,0.024359305,0.024359305
WBGene00008871,tag-314,0.22248816,0.781615259,0.190560923,0.156205342,4.146618648,0.089878854,0.018350105,0.062983591,0.042229937,0.062983591
WBGene00008874,F15H10.7,0.105380001,0.781615259,0.214467839,0.132443746,4.255845167,0.047717033,0.017371752,0.026605214,0.0410994,0.0410994
WBGene00003785,nos-3,0.109108836,0.781615259,-0.251569129,0.157013678,9.012274377,0.08392972,1.13E-04,0.082065105,0.023986472,0.082065105
WBGene00016799,C50C3.1,0.055841002,0.781615259,-0.231684528,0.121156526,7.538276923,0.050921438,5.69E-04,0.048360549,0.020472621,0.048360549
WBGene00021564,Y45G12B.3,0.231128062,0.781615259,-0.138166618,0.115383262,6.211971067,0.042644379,0.001721586,0.042656071,0.024008952,0.042656071
WBGene00000506,cic-1,0.233589374,0.781615259,-0.098872248,0.083004761,6.775106404,0.013088366,0.001240561,0.011892256,0.021725407,0.021725407
WBGene00015288,best-4,0.051230079,0.781615259,0.2822525,0.14477847,3.785466949,0.054695695,0.022139355,0.024232302,0.047729996,0.047729996
WBGene00015287,osta-1,0.082401014,0.781615259,0.253866308,0.146158763,3.808489105,0.068821292,0.02389739,0.038347102,0.047310556,0.047310556
WBGene00012921,Y46G5A.36,0.178848502,0.781615259,0.426820275,0.317501624,2.306258883,0.319735808,0.183072878,0.152951393,0.102523233,0.152951393
WBGene00044043,Y46G5A.38,0.157608841,0.781615259,0.497582204,0.352106196,2.542430125,0.408255173,0.126158754,0.287103823,0.088300353,0.287103823
WBGene00077762,Y57G11C.499,0.071035789,0.781615259,0.500788681,0.277407046,2.22062975,0.199482096,0.148096504,-0.011601331,0.108419059,0.108419059
WBGene00012795,Y43E12A.3,0.20945587,0.781615259,-0.107603553,0.085735575,6.528749202,0.016183144,0.001921221,0.01371905,0.022580742,0.022580742
WBGene00012554,Y37D8A.16,0.166206386,0.781615259,0.160184044,0.115698385,6.122020508,0.04323776,0.002374004,0.042246384,0.024496747,0.042246384
WBGene00002267,lec-4,0.180516815,0.781615259,0.107003763,0.079903317,7.307365184,0.014986562,6.95E-04,0.013369801,0.020586727,0.020586727
WBGene00003154,mcm-2,0.22266293,0.781615259,-0.162617473,0.133350099,8.953488425,0.056905741,4.91E-04,0.058782768,0.023701156,0.058782768
WBGene00018069,F35H10.3,0.199723181,0.781615259,0.236801234,0.184663285,4.116320209,0.109435145,0.020490275,0.093178155,0.042577597,0.093178155
WBGene00019794,M151.2,0.062939899,0.781615259,-0.383793899,0.206383434,3.420165824,0.149951179,0.049648033,0.092332373,0.055348839,0.092332373
WBGene00019799,M151.7,0.129363674,0.781615259,-0.259795154,0.171299235,6.048963768,0.09986419,0.002684472,0.095126955,0.024917719,0.095126955
WBGene00004986,spp-1,0.142007752,0.781615259,0.129564213,0.088237648,6.705993499,0.02906552,0.001312897,0.024640044,0.021949284,0.024640044
WBGene00014098,ogdh-2,0.233702622,0.781615259,-0.096778656,0.08126684,8.347904534,0.020663111,2.39E-04,0.021775759,0.021506852,0.021775759
WBGene00008542,scav-6,0.06953482,0.781615259,0.163928713,0.090322383,6.063135381,0.026149733,0.002359409,0.020273707,0.024834367,0.024834367
WBGene00000366,cbp-1,0.19918841,0.781615259,-0.239494899,0.186541794,8.837481221,0.114081882,1.43E-04,0.115849937,0.023177965,0.115849937
WBGene00022642,lipl-5,0.17240701,0.781615259,0.109489992,0.080241234,8.191466834,0.017450609,3.21E-04,0.016342754,0.021141122,0.021141122
WBGene00003622,nhr-23,0.223437919,0.781615259,-0.196391941,0.161315871,7.386688071,0.082157824,6.13E-04,0.086129746,0.020525521,0.086129746
WBGene00019196,H14A12.3,0.053750557,0.781615259,-0.16901442,0.087624841,7.527813849,0.026700524,5.75E-04,0.025018373,0.020473683,0.025018373
WBGene00000277,cab-1,0.049370941,0.781615259,-0.165855697,0.084388864,7.554334485,0.02703547,5.74E-04,0.023164751,0.02047173,0.023164751
WBGene00013307,Y57G11C.9,0.140429719,0.781615259,-0.185248412,0.125660922,8.735281883,0.053821761,2.92E-04,0.052343218,0.022759312,0.052343218
WBGene00011763,T14B1.1,0.227759341,0.781615259,-0.16225228,0.134520723,5.030696268,0.066192564,0.00735629,0.052963126,0.03356575,0.052963126
WBGene00008682,lex-1,0.206878223,0.781615259,-0.183462467,0.14535179,9.094761331,0.067695174,1.13E-04,0.070311226,0.024410535,0.070311226
WBGene00021736,wrb-1,0.119419361,0.781615259,-0.127633546,0.081962681,6.868039228,0.021242464,9.45E-04,0.020507663,0.021447609,0.021447609
WBGene00009496,F36H1.11,0.217802764,0.781615259,0.292295143,0.237177125,3.042863628,0.176215933,0.057476529,0.130033433,0.06623165,0.130033433
WBGene00021132,nfyb-1,0.162624081,0.781615259,-0.145976171,0.104544968,7.060422956,0.035309262,7.92E-04,0.035640315,0.02096996,0.035640315
WBGene00000421,ced-7,0.129489164,0.781615259,-0.193694488,0.127756751,8.953759148,0.05425381,1.34E-04,0.05427146,0.023702438,0.05427146
WBGene00011001,R04B5.1,0.119752003,0.781615259,0.434344281,0.279174695,2.219442943,0.230965311,0.151291263,0.082174746,0.108503772,0.108503772
WBGene00011002,nhr-205,0.172401664,0.781615259,0.192319853,0.140942472,4.173189187,0.062852528,0.013949436,0.052266498,0.0419385,0.052266498
WBGene00007440,C08E8.4,0.188525848,0.781615259,0.257112908,0.195530179,4.349933394,0.122905323,0.012545607,0.114894563,0.040235745,0.114894563
WBGene00021828,Y54E10A.6,0.051181183,0.781615259,-0.218698297,0.112155416,7.775946,0.044614429,4.29E-04,0.04150038,0.020549833,0.04150038
WBGene00004771,sem-2,0.087355563,0.781615259,-0.231746862,0.135562916,5.866326706,0.062568057,0.002633691,0.05862399,0.026061179,0.05862399
